touch_id,org_id,campaign,channel,timestamp,clicked,converted
mkt_f4io2xm4,org_id25owf7,upgrade_pro,ads,2025-07-28,False,False
mkt_3o8jocuj,org_1n13jcat,welcome,email,2025-06-20,False,False
mkt_vxhshv1y,org_xaji0y6d,upgrade_pro,event,2025-05-20,False,False
mkt_04z4vcvz,org_g0fn9xuy,upgrade_pro,event,2025-08-27,False,False
mkt_pvwll5v2,org_i7p5tb94,upgrade_enterprise,email,2025-07-20,False,False
mkt_h31pheiv,org_4zw9xa3k,webinar_finops,in_app,2025-07-13,True,False
mkt_6ddzv7tx,org_kdgigatj,upgrade_pro,email,2025-07-10,False,False
mkt_x6lk7iaz,org_0lzjjege,upgrade_pro,email,2025-07-16,False,False
mkt_gq095egv,org_teiyzcot,upgrade_pro,in_app,2025-06-19,False,True
mkt_t67k37fo,org_0lvsnujz,webinar_finops,in_app,2025-07-28,False,False
mkt_qsr41s6e,org_rixa11dp,welcome,in_app,2025-06-03,True,True
mkt_qxxcx9kn,org_he7ur23g,genai_launch,email,2025-05-05,True,False
mkt_bz9h0unl,org_wm31yiha,upgrade_enterprise,in_app,2025-05-28,True,False
mkt_0ut5jays,org_dhylurtp,upgrade_enterprise,email,2025-08-04,False,True
mkt_ywu2gyia,org_vyie6ivw,upgrade_pro,email,2025-07-20,False,True
mkt_w7foe4c5,org_41ibljh7,security_week,event,2025-06-06,True,False
mkt_pnedl60y,org_w3zp08j3,security_week,event,2025-05-04,True,False
mkt_okr78l1m,org_dppq0y9d,upgrade_pro,ads,2025-08-18,False,False
mkt_rd8jpabs,org_tvhhpbmy,webinar_finops,in_app,2025-06-26,False,False
mkt_m2oteymo,org_x7eedtjv,security_week,ads,2025-08-29,False,False
mkt_mlf65j1v,org_okep7y6w,upgrade_pro,event,2025-05-21,True,False
mkt_rkf4ht69,org_8mdd4v30,upgrade_pro,event,2025-07-29,False,False
mkt_a14350q8,org_c11ertj5,webinar_finops,in_app,2025-08-13,False,False
mkt_obw3j6so,org_0lvsnujz,upgrade_enterprise,ads,2025-06-01,True,True
mkt_g2lbwtbv,org_5iqvnb4g,webinar_finops,event,2025-08-02,False,True
mkt_50hya1w3,org_pvs7hzio,genai_launch,ads,2025-07-11,False,False
mkt_rr43ur4m,org_w3zp08j3,upgrade_enterprise,ads,2025-07-10,False,False
mkt_fjhojalb,org_ykl1cq99,welcome,ads,2025-05-22,True,False
mkt_h1nyks9u,org_pvs7hzio,genai_launch,email,2025-07-22,False,False
mkt_rxijam31,org_xaji0y6d,webinar_finops,event,2025-06-18,False,False
mkt_bxpgwjx3,org_y9v86wzs,upgrade_enterprise,email,2025-07-11,False,False
mkt_bid6v1lk,org_id25owf7,welcome,email,2025-07-15,True,False
mkt_4aglbd0x,org_5935a0l7,genai_launch,in_app,2025-06-27,False,False
mkt_qtqv8els,org_hv3a3zmf,genai_launch,event,2025-06-27,True,False
mkt_pj6sfas0,org_pvs7hzio,genai_launch,event,2025-07-19,False,False
mkt_4lx5z3ju,org_dzr1yxr2,webinar_finops,email,2025-07-13,True,False
mkt_fxh8p0mt,org_chj755nf,upgrade_enterprise,in_app,2025-06-11,False,False
mkt_z1fpr7h4,org_4zw9xa3k,upgrade_enterprise,ads,2025-08-26,True,False
mkt_pzngvxxy,org_okep7y6w,upgrade_enterprise,ads,2025-06-24,False,False
mkt_n9t61qsk,org_cvs4f8cg,genai_launch,ads,2025-07-25,False,False
mkt_fnnmlwva,org_nam148p0,genai_launch,email,2025-05-13,True,False
mkt_pfe0hrqs,org_wm31yiha,security_week,email,2025-07-13,True,False
mkt_u95iyub3,org_0lzjjege,upgrade_pro,event,2025-05-28,False,False
mkt_1p35zwqy,org_sg65kxvf,security_week,in_app,2025-06-24,False,False
mkt_t39uzc2p,org_kdgigatj,genai_launch,email,2025-05-18,True,False
mkt_lhs95twb,org_1t2tala7,welcome,in_app,2025-05-15,False,False
mkt_qhsmcrcu,org_pvs7hzio,upgrade_enterprise,in_app,2025-05-11,True,True
mkt_n91wg3hj,org_i7p5tb94,security_week,ads,2025-05-28,False,False
mkt_sos58yof,org_ofqewaou,security_week,ads,2025-07-25,False,False
mkt_vyg72vwm,org_pac56t4u,webinar_finops,in_app,2025-06-24,False,False
mkt_d5tfu2sn,org_jxepq85j,webinar_finops,ads,2025-07-04,False,False
mkt_x1se3xr6,org_dhylurtp,genai_launch,in_app,2025-05-16,True,False
mkt_n18beqer,org_dppq0y9d,upgrade_pro,email,2025-06-28,False,False
mkt_ftnvijzx,org_kdgigatj,upgrade_enterprise,ads,2025-06-05,False,False
mkt_4xvqbzbr,org_ykl1cq99,security_week,in_app,2025-07-22,False,False
mkt_qw5259gm,org_axeqbnhl,welcome,ads,2025-07-12,True,False
mkt_q2p014x5,org_53lc58dr,genai_launch,email,2025-07-28,False,False
mkt_dlwy1p6m,org_a7tz0ync,genai_launch,email,2025-08-12,True,False
mkt_xswy0szk,org_5iqvnb4g,webinar_finops,in_app,2025-08-28,False,False
mkt_bnsh8llr,org_9mx2x18h,security_week,in_app,2025-07-13,False,False
mkt_b7dfixlb,org_wm31yiha,genai_launch,ads,2025-07-20,False,False
mkt_o9ewo7tc,org_ir4cowgz,welcome,email,2025-06-08,False,False
mkt_bw5qqb5i,org_pvs7hzio,security_week,event,2025-05-16,False,False
mkt_92wmsj9u,org_fel6246h,upgrade_pro,event,2025-08-11,True,False
mkt_k693p483,org_pbhsahxt,upgrade_pro,event,2025-07-25,False,False
mkt_chelhrx5,org_trp0j43d,security_week,event,2025-05-28,False,False
mkt_m8nzf6yx,org_vyie6ivw,welcome,in_app,2025-05-12,False,False
mkt_is81hbud,org_dbdw2pcn,welcome,ads,2025-05-22,False,False
mkt_u7xx9igd,org_g8sbi4q2,upgrade_enterprise,email,2025-08-01,True,False
mkt_40cm0tu2,org_1t2tala7,genai_launch,email,2025-08-01,False,False
mkt_aqhknqjg,org_8mdd4v30,upgrade_pro,in_app,2025-08-12,False,True
mkt_e0utx7r0,org_ly8ozcyw,webinar_finops,ads,2025-06-25,True,False
mkt_7vppm86c,org_dppq0y9d,upgrade_enterprise,event,2025-08-23,False,False
mkt_xotx76d2,org_vyie6ivw,welcome,event,2025-06-29,False,False
mkt_kjrzcv3h,org_pac56t4u,genai_launch,ads,2025-06-04,False,False
mkt_rqa9vzeo,org_dhylurtp,security_week,event,2025-06-05,False,False
mkt_x981bf8w,org_pja1wj0t,security_week,event,2025-05-09,True,False
mkt_80uxn3e6,org_wnnhj7xv,upgrade_enterprise,event,2025-07-11,False,False
mkt_oqe09o8a,org_1t2tala7,webinar_finops,event,2025-05-22,True,True
mkt_906k37e4,org_d14ve92m,webinar_finops,ads,2025-07-12,True,True
mkt_ey9jvb6h,org_5935a0l7,upgrade_enterprise,email,2025-08-13,False,False
mkt_pphpm0d5,org_h2m5zja8,upgrade_pro,in_app,2025-05-29,False,False
mkt_wlwjojaf,org_253j2d54,upgrade_pro,email,2025-07-08,False,False
mkt_i4ckom5f,org_sg65kxvf,webinar_finops,email,2025-07-17,True,False
mkt_33dnrehu,org_y9v86wzs,upgrade_pro,in_app,2025-06-16,False,True
mkt_2m6nwmuf,org_hv3a3zmf,upgrade_pro,ads,2025-07-03,False,False
mkt_gyn53kbh,org_53lc58dr,upgrade_pro,event,2025-06-05,False,True
mkt_423l90mc,org_ofqewaou,security_week,event,2025-07-25,True,False
mkt_zh7827jt,org_fel6246h,genai_launch,in_app,2025-07-18,False,False
mkt_rg6iaqii,org_1n13jcat,upgrade_enterprise,event,2025-05-19,True,True
mkt_jnn0dyk3,org_5iqvnb4g,upgrade_pro,event,2025-06-13,True,False
mkt_fdj2qsvl,org_afeyuhz1,upgrade_enterprise,email,2025-07-28,False,True
mkt_c5aalirp,org_dhylurtp,upgrade_pro,in_app,2025-05-30,False,False
mkt_dgz2sc0t,org_axeqbnhl,welcome,email,2025-07-12,False,True
mkt_8dhddcir,org_id25owf7,genai_launch,in_app,2025-06-04,False,False
mkt_ow8a2cqb,org_t9nt3w5u,welcome,event,2025-07-31,False,False
mkt_ywlklqbx,org_1swjckjl,welcome,ads,2025-06-16,True,True
mkt_xa53xi3c,org_pseimvih,security_week,event,2025-06-13,True,False
mkt_7g0abgb8,org_wm31yiha,webinar_finops,in_app,2025-05-31,False,False
mkt_pmx76al3,org_wnnhj7xv,upgrade_enterprise,event,2025-07-15,False,False
mkt_g0d2aobl,org_dbdw2pcn,welcome,in_app,2025-08-12,False,False
mkt_j0ua9o6h,org_874frhoc,security_week,ads,2025-06-06,False,False
mkt_0feeb9i9,org_pnsm43d8,webinar_finops,in_app,2025-07-17,False,False
mkt_exbnxdxw,org_afeyuhz1,webinar_finops,event,2025-06-23,False,False
mkt_bc1jlidi,org_nam148p0,genai_launch,in_app,2025-06-26,False,False
mkt_ggn92f0j,org_t1ghr09s,genai_launch,ads,2025-06-13,False,False
mkt_3okeksk2,org_teiyzcot,security_week,in_app,2025-06-14,False,False
mkt_vpajspj0,org_53lc58dr,upgrade_enterprise,event,2025-07-02,False,False
mkt_0vmpqyw5,org_afeyuhz1,upgrade_enterprise,event,2025-07-05,True,False
mkt_ixtwgqio,org_pbhsahxt,genai_launch,email,2025-06-14,False,False
mkt_1mgn8nl4,org_g8sbi4q2,welcome,ads,2025-05-17,False,False
mkt_j1of25sw,org_5lxo6qji,upgrade_pro,event,2025-06-20,True,False
mkt_okj2ni4z,org_ofqewaou,welcome,event,2025-08-01,False,False
mkt_f5187ozy,org_axeqbnhl,webinar_finops,event,2025-08-26,False,False
mkt_muzzo15u,org_tvhhpbmy,security_week,in_app,2025-05-07,True,False
mkt_50fh61n7,org_id25owf7,security_week,in_app,2025-06-09,False,False
mkt_fdrfqx78,org_pbhsahxt,genai_launch,in_app,2025-05-29,False,False
mkt_0tij7kts,org_y9v86wzs,welcome,email,2025-08-31,True,False
mkt_pya2otkq,org_t1ghr09s,upgrade_pro,email,2025-06-10,True,False
mkt_xw112cd4,org_gv0e38da,webinar_finops,event,2025-08-03,False,False
mkt_ysd6shqb,org_874frhoc,upgrade_enterprise,email,2025-08-28,False,False
mkt_a3rnqf3a,org_1t2tala7,upgrade_enterprise,in_app,2025-08-01,False,False
mkt_dtprtzuf,org_y9v86wzs,webinar_finops,in_app,2025-07-19,False,False
mkt_0ue99oh1,org_h2m5zja8,upgrade_pro,ads,2025-06-29,False,False
mkt_2pgx409w,org_uzfk8ut0,upgrade_pro,event,2025-05-28,True,False
mkt_nzmo7gde,org_i7p5tb94,security_week,ads,2025-07-03,True,False
mkt_74v6aous,org_t1ghr09s,upgrade_pro,ads,2025-05-05,True,False
mkt_x9dxznkq,org_8mdd4v30,genai_launch,ads,2025-08-25,True,False
mkt_wqyo6ilv,org_jxepq85j,upgrade_enterprise,event,2025-05-18,False,False
mkt_b8dm1aoz,org_g0fn9xuy,upgrade_pro,ads,2025-05-10,False,False
mkt_ujv1cijj,org_pac56t4u,genai_launch,ads,2025-08-18,False,False
mkt_rx3xhytd,org_vyie6ivw,upgrade_pro,event,2025-08-23,False,False
mkt_bu2j085r,org_vyie6ivw,security_week,in_app,2025-07-13,False,False
mkt_hcjtdakx,org_om5igqpk,upgrade_enterprise,ads,2025-07-26,False,False
mkt_vx1bl6f6,org_he7ur23g,webinar_finops,event,2025-06-20,False,False
mkt_fu547otb,org_okep7y6w,genai_launch,email,2025-06-10,True,False
mkt_85vif81j,org_5lxo6qji,security_week,email,2025-08-20,False,False
mkt_67kjfclc,org_ly8ozcyw,webinar_finops,in_app,2025-08-31,False,False
mkt_cr9d47d7,org_x7eedtjv,genai_launch,ads,2025-07-15,False,False
mkt_nc2dzdrh,org_chj755nf,upgrade_enterprise,ads,2025-07-19,True,False
mkt_ezul4ae6,org_0lvsnujz,upgrade_enterprise,email,2025-05-05,False,False
mkt_ya8s2dde,org_tvhhpbmy,upgrade_pro,in_app,2025-07-16,False,False
mkt_t4kerz1v,org_chj755nf,webinar_finops,in_app,2025-07-09,False,False
mkt_8rsrkpvi,org_7e8g8jdp,upgrade_pro,event,2025-08-03,False,False
mkt_2c7rwe9e,org_5iqvnb4g,upgrade_pro,event,2025-05-19,False,True
mkt_ukifm5ci,org_pvs7hzio,upgrade_enterprise,in_app,2025-08-23,False,False
mkt_7hbvpxno,org_dhylurtp,upgrade_pro,in_app,2025-06-01,True,False
mkt_jmgl1rlc,org_7e8g8jdp,webinar_finops,event,2025-07-06,True,False
mkt_fnr37qtz,org_ly8ozcyw,upgrade_enterprise,ads,2025-07-07,True,False
mkt_js6pvs9v,org_n9j2qp89,security_week,event,2025-07-06,False,False
mkt_9bd9zmq7,org_pnsm43d8,upgrade_enterprise,email,2025-08-05,False,False
mkt_7hns54gw,org_dppq0y9d,upgrade_enterprise,event,2025-05-14,False,False
mkt_dfo1nnj5,org_l58kxo9t,upgrade_enterprise,in_app,2025-05-25,False,False
mkt_rxc4xj4a,org_ohp6vz41,webinar_finops,event,2025-07-17,False,False
mkt_3s8pgbzq,org_om5igqpk,genai_launch,email,2025-05-12,False,False
mkt_35aw3ovy,org_dppq0y9d,upgrade_pro,event,2025-06-17,False,False
mkt_92defqgs,org_pseimvih,security_week,in_app,2025-08-12,True,False
mkt_em2fitgu,org_1swjckjl,upgrade_pro,ads,2025-07-23,False,False
mkt_ktq5smvv,org_wnnhj7xv,webinar_finops,event,2025-05-18,True,False
mkt_bjb1jven,org_uzfk8ut0,genai_launch,ads,2025-08-10,False,False
mkt_2z7mb41g,org_5935a0l7,webinar_finops,email,2025-08-15,False,False
mkt_877fxv7a,org_tvhhpbmy,upgrade_pro,ads,2025-07-14,False,False
mkt_7kx7mr9v,org_pbhsahxt,upgrade_enterprise,email,2025-06-12,False,True
mkt_qiet4akw,org_dppq0y9d,genai_launch,event,2025-08-10,False,False
mkt_6zlkw5e1,org_5iqvnb4g,genai_launch,in_app,2025-08-14,True,False
mkt_1dxku2k5,org_x7eedtjv,security_week,email,2025-08-20,False,False
mkt_ebdstvah,org_n9j2qp89,genai_launch,event,2025-05-21,True,False
mkt_m9uza9qv,org_pseimvih,genai_launch,email,2025-08-09,False,False
mkt_efhx0zj7,org_pja1wj0t,security_week,event,2025-06-25,False,False
mkt_izva3t86,org_axeqbnhl,webinar_finops,ads,2025-07-21,True,False
mkt_2vl1tku0,org_cwi64ciy,upgrade_pro,in_app,2025-07-07,False,False
mkt_4vpwymfv,org_ohp6vz41,upgrade_enterprise,event,2025-06-15,False,False
mkt_tacblqi1,org_ofqewaou,welcome,event,2025-07-16,False,False
mkt_n6clpdix,org_1swjckjl,security_week,in_app,2025-06-02,True,False
mkt_cvtfhakr,org_41ibljh7,security_week,ads,2025-06-12,False,False
mkt_owx4kk1r,org_pht0hl9x,upgrade_pro,email,2025-06-29,True,False
mkt_6l5akg06,org_hv3a3zmf,upgrade_enterprise,in_app,2025-07-09,False,False
mkt_gkabczlz,org_pvs7hzio,upgrade_pro,email,2025-05-25,True,True
mkt_m7odtlk8,org_axeqbnhl,genai_launch,email,2025-06-05,False,False
mkt_7n4unffq,org_trp0j43d,webinar_finops,event,2025-08-11,False,False
mkt_i1hf2ykg,org_id25owf7,upgrade_enterprise,email,2025-06-11,False,False
mkt_icx7fnba,org_1swjckjl,security_week,ads,2025-07-04,True,False
mkt_3vo6yvpd,org_zbikcidk,upgrade_enterprise,email,2025-06-05,True,False
mkt_kfeekot1,org_dppq0y9d,webinar_finops,event,2025-07-25,True,False
mkt_6migovr9,org_zbikcidk,upgrade_pro,in_app,2025-06-09,True,False
mkt_ahembh4v,org_i7p5tb94,upgrade_pro,event,2025-08-22,False,False
mkt_sk23afpy,org_hv3a3zmf,upgrade_enterprise,ads,2025-06-20,True,False
mkt_buxhwrrv,org_1t2tala7,genai_launch,in_app,2025-08-12,False,False
mkt_axgumdf4,org_253j2d54,upgrade_pro,email,2025-08-26,False,False
mkt_nzkrsn8l,org_1t2tala7,welcome,in_app,2025-07-22,False,False
mkt_0uw6ik20,org_7e8g8jdp,genai_launch,in_app,2025-06-16,False,False
mkt_9ei8xq6t,org_id25owf7,security_week,ads,2025-08-18,False,False
mkt_clk04p2e,org_nam148p0,genai_launch,ads,2025-08-04,False,False
mkt_k1hw67y9,org_chj755nf,webinar_finops,ads,2025-05-12,True,False
mkt_pppcgq6p,org_ir4cowgz,webinar_finops,ads,2025-06-12,False,False
mkt_e2fdzlto,org_1swjckjl,genai_launch,in_app,2025-06-09,False,False
mkt_czcecert,org_pht0hl9x,upgrade_pro,event,2025-08-07,True,False
mkt_7awrpmeh,org_tvhhpbmy,security_week,in_app,2025-07-04,False,False
mkt_rtvce3sk,org_gv0e38da,upgrade_enterprise,event,2025-06-03,False,False
mkt_so6dkfla,org_ir4cowgz,welcome,event,2025-07-08,False,False
mkt_b0qm6ut6,org_9mx2x18h,upgrade_pro,email,2025-08-17,False,False
mkt_fizhjmxs,org_okep7y6w,upgrade_pro,ads,2025-07-25,True,False
mkt_nwer8zdx,org_chj755nf,genai_launch,in_app,2025-05-10,False,False
mkt_hyou5mhs,org_ujv6oh9s,upgrade_enterprise,event,2025-05-28,False,False
mkt_bdj532fp,org_4zw9xa3k,genai_launch,in_app,2025-05-18,False,False
mkt_kp555n2r,org_uzfk8ut0,genai_launch,in_app,2025-08-05,False,False
mkt_9lm86r4y,org_l58kxo9t,upgrade_pro,event,2025-05-12,False,False
mkt_l1w9jpkp,org_pnsm43d8,webinar_finops,in_app,2025-05-07,False,False
mkt_f3uz3aoe,org_5iqvnb4g,welcome,in_app,2025-05-16,True,False
mkt_aoeultmd,org_xll4zklo,upgrade_pro,ads,2025-07-20,False,False
mkt_3bpeqprv,org_pja1wj0t,welcome,ads,2025-06-29,False,False
mkt_ilap1j55,org_pbhsahxt,genai_launch,in_app,2025-08-28,False,False
mkt_cuk5x6g2,org_ujv6oh9s,security_week,event,2025-07-06,False,False
mkt_krt47z0a,org_pvs7hzio,welcome,in_app,2025-08-24,False,False
mkt_690q5n5k,org_ktakpuxq,genai_launch,ads,2025-05-25,True,False
mkt_xqhxtdqy,org_t1ghr09s,genai_launch,in_app,2025-05-06,False,False
mkt_89fiq0fc,org_pht0hl9x,security_week,email,2025-05-06,False,False
mkt_uzlzoo0a,org_i3qk2iag,upgrade_enterprise,event,2025-05-04,False,False
mkt_hwy423pa,org_wnnhj7xv,upgrade_pro,in_app,2025-07-10,False,False
mkt_ce2f346z,org_dbdw2pcn,genai_launch,email,2025-05-16,True,False
mkt_ssjnj8th,org_1swjckjl,genai_launch,in_app,2025-08-07,False,False
mkt_1pqua2f9,org_teiyzcot,genai_launch,email,2025-07-13,True,False
mkt_to0wzn4x,org_1n13jcat,webinar_finops,ads,2025-07-06,False,False
mkt_j765va97,org_5935a0l7,genai_launch,ads,2025-07-23,False,False
mkt_kzb5fw1d,org_jxepq85j,webinar_finops,event,2025-06-13,True,False
mkt_uhbx6adl,org_y9v86wzs,upgrade_enterprise,ads,2025-08-03,True,False
mkt_or2tyzc5,org_41ibljh7,upgrade_pro,event,2025-07-01,False,True
mkt_hssx0bjc,org_g8sbi4q2,upgrade_enterprise,email,2025-07-02,False,False
mkt_kjco6my4,org_cwi64ciy,upgrade_pro,email,2025-07-23,True,False
mkt_gwdshlls,org_phr62gds,security_week,in_app,2025-05-23,False,False
mkt_hwa7slkd,org_phr62gds,upgrade_pro,in_app,2025-06-20,True,False
mkt_4qjd7b52,org_1swjckjl,security_week,event,2025-06-29,False,False
mkt_xovyxhzp,org_874frhoc,webinar_finops,email,2025-05-13,False,False
mkt_dso9spdu,org_dzr1yxr2,welcome,event,2025-08-09,False,False
mkt_3nm0sxfc,org_n9j2qp89,webinar_finops,email,2025-06-04,False,False
mkt_5z5l9hgm,org_dhylurtp,upgrade_enterprise,ads,2025-06-15,True,False
mkt_tvppfnni,org_pht0hl9x,security_week,event,2025-05-11,True,True
mkt_ix1sknxd,org_0lvsnujz,webinar_finops,email,2025-08-04,False,False
mkt_6zmbytjp,org_pja1wj0t,security_week,email,2025-07-01,True,False
mkt_tvh31a2m,org_uzfk8ut0,upgrade_pro,ads,2025-06-10,False,False
mkt_f3g1puxj,org_dppq0y9d,welcome,email,2025-07-05,False,True
mkt_cn0cl5nk,org_0lzjjege,welcome,in_app,2025-06-07,False,False
mkt_di2qg6tu,org_874frhoc,welcome,email,2025-06-19,True,False
mkt_q54x1i54,org_w3zp08j3,upgrade_pro,email,2025-06-30,False,False
mkt_82q78e5s,org_teiyzcot,webinar_finops,in_app,2025-06-10,False,False
mkt_fe0x7h2c,org_w3zp08j3,welcome,in_app,2025-07-31,False,False
mkt_pcc3zkgy,org_0lvsnujz,genai_launch,email,2025-07-22,False,False
mkt_r58mx4yq,org_fel6246h,welcome,event,2025-06-21,False,False
mkt_q14267yu,org_dhylurtp,upgrade_enterprise,ads,2025-08-20,False,False
mkt_rnzp1oqk,org_rixa11dp,webinar_finops,ads,2025-05-15,False,False
mkt_v0n4h2aw,org_dppq0y9d,genai_launch,ads,2025-07-16,False,False
mkt_nf3keyyn,org_fel6246h,webinar_finops,event,2025-07-15,False,False
mkt_2w8g4u1i,org_cvs4f8cg,upgrade_enterprise,ads,2025-07-03,False,False
mkt_waayribe,org_gv0e38da,upgrade_enterprise,in_app,2025-05-05,False,False
mkt_rxe6l0dc,org_uzfk8ut0,webinar_finops,event,2025-06-04,True,False
mkt_z6pbbouz,org_w3zp08j3,upgrade_enterprise,email,2025-08-20,False,False
mkt_y46v57hl,org_dppq0y9d,upgrade_pro,email,2025-06-29,False,False
mkt_szm6vduq,org_5935a0l7,welcome,email,2025-05-25,False,False
mkt_dji6sow4,org_ofqewaou,welcome,event,2025-08-13,False,False
mkt_yif5d9re,org_5iqvnb4g,upgrade_enterprise,ads,2025-06-01,False,False
mkt_xpfsltj6,org_dbdw2pcn,upgrade_pro,event,2025-05-21,True,False
mkt_69rea3y0,org_1t2tala7,webinar_finops,in_app,2025-07-06,True,False
mkt_xaobk02l,org_zhwjr64d,upgrade_pro,event,2025-06-21,True,False
mkt_vumhf5ox,org_nam148p0,welcome,event,2025-07-03,False,False
mkt_05zhi646,org_t1ghr09s,webinar_finops,event,2025-08-05,False,False
mkt_nz3ha6cb,org_1t2tala7,welcome,in_app,2025-07-01,True,False
mkt_b3vcpea7,org_pvs7hzio,upgrade_enterprise,email,2025-07-06,False,True
mkt_4tbs9izk,org_9t84azyt,webinar_finops,email,2025-08-20,False,False
mkt_m5vgywi7,org_i3qk2iag,security_week,email,2025-07-10,True,False
mkt_zwpd1otx,org_rixa11dp,upgrade_pro,email,2025-08-01,True,False
mkt_s3fewsm9,org_5iqvnb4g,genai_launch,event,2025-05-17,True,False
mkt_1kqzjqam,org_5iqvnb4g,genai_launch,ads,2025-08-28,True,False
mkt_zc39bmth,org_phr62gds,welcome,ads,2025-07-07,False,False
mkt_2i5p7vwk,org_okep7y6w,upgrade_enterprise,ads,2025-06-13,False,False
mkt_fu90fpi9,org_trp0j43d,upgrade_pro,ads,2025-05-28,False,False
mkt_0mb0orr5,org_ktakpuxq,security_week,email,2025-08-24,False,False
mkt_sr5et3h7,org_1t2tala7,welcome,in_app,2025-06-04,False,True
mkt_psxmdx52,org_dhylurtp,upgrade_pro,email,2025-08-31,False,False
mkt_f7gfppsy,org_chj755nf,genai_launch,ads,2025-06-13,False,False
mkt_azhxdo3g,org_trp0j43d,upgrade_pro,ads,2025-05-16,False,False
mkt_txyz8akv,org_41ibljh7,upgrade_enterprise,email,2025-07-22,False,True
mkt_3udlwrfl,org_pht0hl9x,upgrade_enterprise,email,2025-08-23,False,False
mkt_vrktgu8t,org_dbdw2pcn,welcome,in_app,2025-07-18,False,False
mkt_l777k1d8,org_1swjckjl,webinar_finops,in_app,2025-05-27,False,False
mkt_nruu8f85,org_dbdw2pcn,security_week,ads,2025-05-25,False,False
mkt_5mdtce9s,org_jxepq85j,genai_launch,in_app,2025-05-16,True,False
mkt_b5mbzgjz,org_wnnhj7xv,webinar_finops,email,2025-05-20,True,False
mkt_g8u6mqbi,org_0lzjjege,welcome,ads,2025-07-21,False,False
mkt_afhe0fwc,org_0lvsnujz,upgrade_enterprise,event,2025-07-03,True,True
mkt_s4bju8ox,org_kdgigatj,welcome,email,2025-06-25,False,False
mkt_m9f4oheu,org_cvs4f8cg,genai_launch,event,2025-08-22,False,False
mkt_n5a8xaej,org_sg65kxvf,genai_launch,in_app,2025-07-23,False,False
mkt_gnzfzunq,org_0lzjjege,upgrade_pro,event,2025-07-29,True,False
mkt_2w9zl5y3,org_ujv6oh9s,genai_launch,email,2025-05-07,False,False
mkt_1k88no1r,org_ly8ozcyw,security_week,event,2025-07-05,False,False
mkt_bn62nk7h,org_pac56t4u,webinar_finops,ads,2025-06-07,False,False
mkt_lcnptt3m,org_l58kxo9t,upgrade_pro,email,2025-07-22,True,False
mkt_5h0jhk0i,org_1n13jcat,welcome,email,2025-06-10,False,False
mkt_7mtpforp,org_zhwjr64d,upgrade_pro,event,2025-07-03,False,False
mkt_oklf43rs,org_253j2d54,security_week,in_app,2025-05-15,False,True
mkt_asvi1x1v,org_253j2d54,security_week,ads,2025-06-17,True,False
mkt_h3ji9pvm,org_253j2d54,security_week,email,2025-06-23,True,False
mkt_tm12lc9b,org_5935a0l7,welcome,email,2025-05-05,False,False
mkt_gjq0aqk7,org_4zw9xa3k,webinar_finops,email,2025-07-15,False,False
mkt_11uzq6rf,org_53lc58dr,genai_launch,event,2025-07-14,False,False
mkt_8lw7y8au,org_5lxo6qji,genai_launch,in_app,2025-05-12,True,False
mkt_bpm9dbez,org_g0fn9xuy,webinar_finops,email,2025-08-20,True,False
mkt_a9agulm5,org_1t2tala7,security_week,in_app,2025-05-27,False,False
mkt_fqjyyiir,org_pac56t4u,genai_launch,in_app,2025-08-23,False,False
mkt_41g20dfx,org_okep7y6w,webinar_finops,event,2025-08-19,False,False
mkt_uj5ogqjt,org_zbikcidk,webinar_finops,event,2025-06-03,False,False
mkt_4ngydbni,org_1swjckjl,genai_launch,email,2025-08-07,False,False
mkt_gzmk8j19,org_pbhsahxt,welcome,email,2025-08-31,False,False
mkt_23wvlcx7,org_5935a0l7,upgrade_pro,event,2025-08-30,False,False
mkt_mm1hqb1e,org_253j2d54,webinar_finops,in_app,2025-08-02,False,True
mkt_g4ohpn9f,org_n9j2qp89,welcome,event,2025-05-18,False,False
mkt_dlr8z101,org_nam148p0,genai_launch,in_app,2025-08-27,False,False
mkt_jd1bje9x,org_dppq0y9d,welcome,ads,2025-08-29,False,True
mkt_oawcud3i,org_i7p5tb94,webinar_finops,ads,2025-07-19,False,False
mkt_2iwmc07l,org_ly8ozcyw,webinar_finops,ads,2025-06-03,True,True
mkt_blwvf36z,org_gv0e38da,security_week,ads,2025-07-18,True,False
mkt_pi288h23,org_dhylurtp,welcome,ads,2025-08-21,False,False
mkt_tu8lm7xx,org_trp0j43d,welcome,ads,2025-08-12,True,True
mkt_cn3on4fg,org_dbdw2pcn,webinar_finops,email,2025-07-23,True,False
mkt_0djq1pqv,org_ujv6oh9s,upgrade_enterprise,email,2025-05-05,False,True
mkt_czkakj6s,org_ohp6vz41,upgrade_pro,in_app,2025-06-21,False,False
mkt_zxi5n6db,org_pbhsahxt,upgrade_pro,event,2025-05-11,True,False
mkt_xf9rexlo,org_ohp6vz41,welcome,in_app,2025-06-01,False,False
mkt_yeyqe683,org_ykl1cq99,genai_launch,ads,2025-05-12,True,False
mkt_6hfepydb,org_n9j2qp89,webinar_finops,in_app,2025-05-20,True,False
mkt_siwfviuc,org_53lc58dr,upgrade_pro,event,2025-05-11,False,False
mkt_lhq2eaes,org_9mx2x18h,security_week,event,2025-05-29,False,False
mkt_qaxmvw0n,org_d14ve92m,upgrade_enterprise,email,2025-06-13,False,False
