resource_id,org_id,service,region,created_at,state,tags_json
res_s6hn95s2,org_ir4cowgz,analytics,eu-central,2025-06-23,running,"[""env:dev"", ""team:core"", ""env:prod""]"
res_py8udqdd,org_phr62gds,storage,eu-west,2025-07-25,running,"[""team:core"", ""env:dev"", ""team:ml""]"
res_jrtmetmh,org_cvs4f8cg,compute,ap-south,2025-06-18,running,"[""pii:true"", ""costcenter:alpha""]"
res_pmpnbn7g,org_afeyuhz1,database,us-east,2025-06-14,running,
res_vtrpyx8h,org_c11ertj5,database,sa-east,2025-05-23,stopped,"[""team:core""]"
res_6uitj5zo,org_sg65kxvf,genai,sa-east,2025-08-16,running,
res_h3yrghwz,org_5935a0l7,compute,sa-east,2025-06-26,running,"[""costcenter:alpha"", ""costcenter:beta""]"
res_ag6w04yg,org_dppq0y9d,compute,ap-northeast,2025-06-29,stopped,
res_flq8xpa9,org_53lc58dr,genai,us-east,2025-08-12,terminated,"[""team:ml"", ""backup:daily""]"
res_y4v8urid,org_om5igqpk,analytics,us-east,2025-07-03,terminated,
res_ykis11d2,org_5lxo6qji,database,eu-central,2025-06-10,running,
res_09jrnamz,org_sg65kxvf,genai,sa-east,2025-07-28,running,"[""backup:daily"", ""team:core"", ""env:prod""]"
res_y0a94xfr,org_fel6246h,analytics,eu-central,2025-05-21,stopped,"[""env:dev"", ""costcenter:alpha"", ""costcenter:beta""]"
res_zphd7ndj,org_ujv6oh9s,storage,eu-central,2025-07-03,terminated,"[""backup:daily"", ""costcenter:alpha"", ""team:ml""]"
res_jy5op9lb,org_41ibljh7,compute,ap-northeast,2025-05-24,running,"[""costcenter:beta""]"
res_4e2u2mda,org_pja1wj0t,compute,ap-northeast,2025-06-15,running,
res_f8wxkk2a,org_ykl1cq99,database,us-west,2025-05-06,stopped,
res_h3eram4b,org_xaji0y6d,genai,us-east,2025-07-15,running,"[""env:prod""]"
res_mk4x1fdj,org_5935a0l7,database,us-east,2025-07-02,terminated,"[""env:dev"", ""backup:daily"", ""costcenter:alpha""]"
res_7kb7iyno,org_zbikcidk,compute,us-west,2025-06-27,terminated,"[""team:ml""]"
res_67vgp52f,org_cvs4f8cg,genai,us-east,2025-07-31,running,"[""env:dev""]"
res_johkk7qg,org_dzr1yxr2,compute,eu-west,2025-06-01,running,
res_sysymmq8,org_0lvsnujz,storage,eu-west,2025-07-27,running,"[""backup:daily""]"
res_au8p1wki,org_kdgigatj,networking,us-east,2025-06-21,running,"[""costcenter:beta"", ""team:ml""]"
res_w65b4eyq,org_nam148p0,compute,ap-northeast,2025-08-01,running,
res_dj9dv3uy,org_0lvsnujz,database,eu-west,2025-07-03,terminated,"[""team:core"", ""backup:daily""]"
res_0y0bhf0r,org_5iqvnb4g,networking,eu-central,2025-08-13,stopped,"[""env:dev"", ""costcenter:beta""]"
res_xfwz73wh,org_zhwjr64d,analytics,us-east,2025-06-11,running,"[""team:ml""]"
res_avedhr3p,org_he7ur23g,networking,eu-west,2025-07-28,running,"[""team:core""]"
res_7krgi4jw,org_kdgigatj,genai,eu-west,2025-05-12,terminated,
res_wpwg3xg0,org_1swjckjl,compute,eu-central,2025-06-02,running,"[""env:dev"", ""backup:daily"", ""pii:true""]"
res_ky8ryozd,org_pac56t4u,compute,eu-west,2025-08-06,running,"[""pii:true"", ""backup:daily"", ""env:dev""]"
res_fkeoubxx,org_w3zp08j3,compute,us-east,2025-07-09,running,"[""backup:daily""]"
res_b68q0j9m,org_9t84azyt,database,ap-south,2025-05-13,running,"[""env:dev"", ""env:prod"", ""costcenter:beta""]"
res_ssgfxuq4,org_pbhsahxt,networking,us-east,2025-06-08,stopped,"[""env:prod""]"
res_k1ko6xnq,org_wnnhj7xv,database,ap-northeast,2025-05-06,running,"[""env:prod"", ""costcenter:alpha""]"
res_zsxjzvuv,org_kdgigatj,compute,ap-northeast,2025-08-10,stopped,"[""pii:true""]"
res_cb0ixryl,org_dbdw2pcn,database,ap-south,2025-06-17,running,"[""env:dev"", ""pii:true""]"
res_30i6g61p,org_g8sbi4q2,compute,eu-central,2025-05-13,running,"[""team:ml""]"
res_cjb0pnwb,org_cwi64ciy,networking,eu-west,2025-08-07,running,"[""env:prod""]"
res_lzn9uhjp,org_t1ghr09s,networking,ap-south,2025-06-15,running,"[""costcenter:alpha"", ""team:ml""]"
res_hf33guwy,org_afeyuhz1,compute,sa-east,2025-08-09,running,
res_36motcg0,org_teiyzcot,compute,ap-south,2025-08-10,stopped,
res_gh3sm642,org_8mdd4v30,storage,us-east,2025-07-25,running,"[""backup:daily"", ""env:dev"", ""costcenter:beta""]"
res_ncc2keiv,org_dppq0y9d,compute,sa-east,2025-08-03,running,"[""costcenter:beta"", ""team:core""]"
res_i77jzc58,org_ujv6oh9s,analytics,eu-central,2025-08-21,terminated,"[""team:ml"", ""costcenter:alpha"", ""pii:true""]"
res_iswlwt6u,org_0lvsnujz,storage,us-east,2025-06-13,running,"[""costcenter:alpha"", ""costcenter:beta"", ""team:core""]"
res_bph5ch3l,org_dbdw2pcn,networking,us-east,2025-07-10,running,"[""team:core"", ""team:ml""]"
res_r3uv43mc,org_pvs7hzio,database,ap-south,2025-06-16,stopped,"[""pii:true""]"
res_vwct8jbb,org_dhylurtp,storage,us-west,2025-06-10,stopped,"[""env:dev""]"
res_xpk48ab1,org_9t84azyt,networking,ap-south,2025-06-19,terminated,"[""env:dev"", ""costcenter:alpha"", ""pii:true""]"
res_4y0tb1zp,org_ofqewaou,storage,ap-northeast,2025-06-10,running,"[""pii:true""]"
res_teew6mm7,org_ly8ozcyw,analytics,sa-east,2025-08-16,running,
res_vi052u9a,org_ly8ozcyw,networking,us-east,2025-05-28,running,"[""env:dev""]"
res_3cegbmxi,org_chj755nf,compute,ap-south,2025-05-28,running,"[""costcenter:alpha""]"
res_eoxxc7hz,org_tvhhpbmy,storage,us-east,2025-07-03,stopped,"[""costcenter:beta""]"
res_64pknt5i,org_41ibljh7,networking,us-west,2025-08-17,running,"[""costcenter:alpha"", ""env:prod""]"
res_zsb6zwkh,org_om5igqpk,analytics,sa-east,2025-06-20,running,
res_i0hn3f9z,org_chj755nf,analytics,sa-east,2025-07-20,running,"[""backup:daily"", ""team:core"", ""pii:true""]"
res_rbkn3dkv,org_i7p5tb94,compute,ap-northeast,2025-05-10,running,"[""backup:daily"", ""team:core"", ""env:dev""]"
res_nbhgpbkt,org_53lc58dr,networking,ap-northeast,2025-05-31,stopped,"[""costcenter:beta""]"
res_761m3j1h,org_y9v86wzs,networking,sa-east,2025-06-24,running,"[""team:core"", ""env:prod"", ""costcenter:beta""]"
res_3pp00cdn,org_8mdd4v30,database,ap-northeast,2025-08-01,stopped,"[""costcenter:alpha""]"
res_47quusfn,org_g8sbi4q2,storage,us-east,2025-06-10,stopped,"[""env:dev""]"
res_ea28ditm,org_y9v86wzs,compute,ap-northeast,2025-07-25,running,"[""pii:true"", ""team:core"", ""costcenter:alpha""]"
res_jjjx1alx,org_teiyzcot,networking,ap-south,2025-07-16,stopped,"[""costcenter:alpha"", ""pii:true"", ""team:ml""]"
res_paabmwuo,org_l58kxo9t,networking,us-west,2025-06-18,stopped,"[""team:ml"", ""env:prod""]"
res_6t8pj2jr,org_5935a0l7,analytics,us-west,2025-07-22,terminated,"[""env:dev"", ""costcenter:beta"", ""team:ml""]"
res_fwbeby4u,org_g0fn9xuy,compute,ap-south,2025-08-21,running,"[""team:core""]"
res_ti899a44,org_chj755nf,genai,sa-east,2025-08-04,running,"[""team:core"", ""costcenter:alpha""]"
res_idsechu3,org_wnnhj7xv,database,us-east,2025-06-05,stopped,
res_x5fl2mox,org_cvs4f8cg,storage,eu-west,2025-07-24,running,"[""backup:daily"", ""env:prod"", ""costcenter:alpha""]"
res_bnkfvdhl,org_5935a0l7,networking,ap-northeast,2025-06-11,stopped,"[""costcenter:beta"", ""team:ml"", ""env:dev""]"
res_3b0n9cc7,org_ktakpuxq,compute,ap-south,2025-07-06,stopped,"[""env:dev""]"
res_u9w0te52,org_jxepq85j,analytics,us-west,2025-08-13,stopped,
res_xslhu6l2,org_dhylurtp,storage,ap-south,2025-06-21,running,"[""costcenter:beta"", ""team:ml"", ""env:dev""]"
res_l9yq8ocu,org_okep7y6w,storage,us-west,2025-07-08,running,"[""team:ml""]"
res_6xvqpu3e,org_teiyzcot,analytics,ap-south,2025-05-24,stopped,"[""env:dev"", ""pii:true""]"
res_6yxv2meo,org_wnnhj7xv,networking,ap-south,2025-08-04,running,"[""env:prod"", ""costcenter:alpha""]"
res_r5hgqgp1,org_kdgigatj,networking,ap-south,2025-08-03,running,"[""backup:daily"", ""costcenter:beta"", ""team:core""]"
res_ebpy9e57,org_w3zp08j3,database,us-west,2025-06-29,terminated,"[""pii:true"", ""env:prod""]"
res_ezikm3mv,org_xaji0y6d,compute,sa-east,2025-08-15,running,"[""team:ml"", ""costcenter:beta""]"
res_b0mqoq4k,org_vyie6ivw,networking,us-east,2025-07-25,stopped,"[""backup:daily"", ""costcenter:beta"", ""team:ml""]"
res_00v3sfav,org_pht0hl9x,analytics,us-east,2025-07-07,stopped,"[""backup:daily"", ""env:dev""]"
res_lg0k1irb,org_zhwjr64d,compute,ap-south,2025-07-21,stopped,"[""pii:true"", ""env:prod""]"
res_llgf309h,org_gv0e38da,networking,ap-northeast,2025-06-10,stopped,"[""costcenter:alpha"", ""backup:daily""]"
res_5lmfkrig,org_ir4cowgz,storage,ap-northeast,2025-06-21,running,"[""costcenter:alpha""]"
res_917xfh41,org_n9j2qp89,networking,ap-south,2025-05-19,terminated,"[""team:core"", ""costcenter:alpha""]"
res_68t2a3ah,org_id25owf7,compute,us-west,2025-07-05,running,"[""pii:true""]"
res_0s3kdz4p,org_g8sbi4q2,storage,ap-northeast,2025-07-31,running,"[""pii:true""]"
res_rdeky820,org_kdgigatj,analytics,us-west,2025-07-05,running,
res_cfmq0ycy,org_l58kxo9t,compute,eu-west,2025-07-23,running,
res_dzsgu4w8,org_nam148p0,storage,us-east,2025-07-15,running,"[""team:core"", ""team:ml"", ""pii:true""]"
res_v5hhqrgr,org_pac56t4u,compute,ap-northeast,2025-07-25,terminated,"[""env:prod"", ""team:ml""]"
res_wds0hprw,org_kdgigatj,database,sa-east,2025-05-13,terminated,"[""env:prod"", ""team:core"", ""env:dev""]"
res_ywwimt85,org_ktakpuxq,compute,us-east,2025-06-14,stopped,"[""env:dev"", ""env:prod""]"
res_yrwvtkh8,org_he7ur23g,compute,us-west,2025-06-08,running,"[""costcenter:alpha"", ""env:dev"", ""pii:true""]"
res_lxeqlezz,org_0lvsnujz,analytics,us-west,2025-06-30,stopped,"[""backup:daily""]"
res_45vybjh4,org_a7tz0ync,genai,eu-west,2025-06-26,stopped,"[""pii:true"", ""team:core""]"
res_ulyo3pjb,org_pht0hl9x,compute,us-west,2025-08-17,stopped,
res_m3loufhw,org_d14ve92m,analytics,sa-east,2025-07-17,running,
res_et8an2lm,org_5935a0l7,networking,ap-south,2025-06-08,running,"[""team:ml"", ""costcenter:beta"", ""team:core""]"
res_snhft4i2,org_l58kxo9t,analytics,sa-east,2025-05-30,running,"[""costcenter:beta""]"
res_lh07ba7d,org_y9v86wzs,storage,us-west,2025-07-07,terminated,"[""pii:true"", ""backup:daily"", ""env:dev""]"
res_bkawyb03,org_c11ertj5,storage,us-west,2025-06-18,running,"[""pii:true"", ""costcenter:beta"", ""env:dev""]"
res_e0jdcz1o,org_ujv6oh9s,storage,us-east,2025-07-04,running,"[""team:core""]"
res_0t7dvo34,org_pac56t4u,database,eu-west,2025-07-15,stopped,"[""costcenter:beta"", ""env:dev"", ""costcenter:alpha""]"
res_0kqd8unp,org_0lzjjege,storage,ap-south,2025-05-30,running,"[""env:dev"", ""backup:daily""]"
res_ur6tiaro,org_phr62gds,analytics,ap-south,2025-05-07,running,"[""costcenter:beta""]"
res_1zqua1qr,org_sg65kxvf,analytics,ap-south,2025-06-29,running,"[""team:ml"", ""costcenter:beta""]"
res_lfwduh7v,org_kdgigatj,compute,us-east,2025-07-06,running,
res_wr0ui1jl,org_c11ertj5,genai,us-west,2025-06-05,stopped,"[""costcenter:beta""]"
res_4byv5jhu,org_hv3a3zmf,database,ap-south,2025-08-07,stopped,"[""backup:daily"", ""costcenter:alpha""]"
res_r8iqrt00,org_zbikcidk,compute,us-east,2025-06-23,running,"[""team:ml"", ""env:dev""]"
res_zn1f0fp8,org_x7eedtjv,compute,sa-east,2025-06-16,running,"[""team:core"", ""env:dev""]"
res_rwsf5pae,org_n9j2qp89,analytics,ap-northeast,2025-06-21,running,"[""costcenter:alpha"", ""costcenter:beta"", ""pii:true""]"
res_jl6ufky2,org_dzr1yxr2,compute,us-west,2025-08-09,running,"[""costcenter:beta"", ""costcenter:alpha"", ""pii:true""]"
res_jq77z4es,org_l58kxo9t,compute,us-east,2025-06-07,stopped,"[""backup:daily""]"
res_aofc9lgy,org_y9v86wzs,storage,us-east,2025-07-02,stopped,"[""backup:daily"", ""env:prod""]"
res_dwvcw5ma,org_874frhoc,compute,eu-central,2025-05-16,running,"[""env:dev"", ""env:prod""]"
res_k6p0n17u,org_pseimvih,storage,eu-west,2025-06-07,stopped,"[""env:dev"", ""team:core"", ""costcenter:alpha""]"
res_f0kjd2v1,org_jxepq85j,networking,eu-central,2025-06-08,running,
res_u4v80w6h,org_dhylurtp,database,sa-east,2025-06-12,running,"[""team:core"", ""pii:true""]"
res_ih7wfrac,org_53lc58dr,storage,ap-northeast,2025-05-19,terminated,"[""team:core"", ""team:ml"", ""costcenter:alpha""]"
res_3pqk1io1,org_pbhsahxt,genai,sa-east,2025-05-10,stopped,"[""backup:daily"", ""env:prod"", ""pii:true""]"
res_4lcvhfwj,org_kdgigatj,networking,ap-northeast,2025-08-03,running,"[""env:prod"", ""pii:true"", ""env:dev""]"
res_ur2yupma,org_om5igqpk,compute,ap-south,2025-06-24,running,"[""costcenter:beta""]"
res_41mpw57g,org_cvs4f8cg,storage,eu-west,2025-08-10,running,
res_g0apsald,org_i3qk2iag,genai,us-east,2025-06-11,stopped,"[""costcenter:beta"", ""env:prod"", ""costcenter:alpha""]"
res_7vbjrbzj,org_ly8ozcyw,compute,eu-central,2025-07-18,running,"[""team:core""]"
res_83579wrr,org_nam148p0,networking,us-east,2025-08-04,stopped,"[""team:ml"", ""team:core"", ""env:prod""]"
res_b6f05ep4,org_ktakpuxq,compute,eu-west,2025-06-03,running,
res_zl4j4x0l,org_vyie6ivw,storage,us-east,2025-06-10,terminated,"[""costcenter:beta"", ""backup:daily""]"
res_g9znaxoy,org_xll4zklo,analytics,sa-east,2025-05-14,running,"[""team:core"", ""backup:daily"", ""team:ml""]"
res_3s0dpjhs,org_9t84azyt,storage,sa-east,2025-06-30,running,"[""env:prod"", ""costcenter:beta"", ""pii:true""]"
res_47lueq4d,org_cwi64ciy,compute,eu-central,2025-05-31,running,"[""backup:daily"", ""team:core""]"
res_ed0gv812,org_4zw9xa3k,analytics,sa-east,2025-05-29,stopped,"[""env:dev"", ""costcenter:beta""]"
res_nc0i4x6g,org_ofqewaou,analytics,sa-east,2025-07-28,stopped,
res_bzgflig5,org_1n13jcat,compute,sa-east,2025-05-08,running,"[""env:prod"", ""backup:daily"", ""pii:true""]"
